"title","rating","movieImage","totalRatings","genres"
"Arcane","9.09.0","https://www.imdb.com/title/tt11126994/mediaviewer/rm1038512129/?ref_=tt_ov_i","325K325K","[""Action EpicAdult AnimationComputer AnimationSteampunkSupernatural FantasyActionAdventureAnimationDramaFantasy""]"
